stage,method,seed,success,formula,num_atoms,elapsed_seconds,sampling_steps,corrector_steps_per_time,guidance_scale,target_dft_mag_density,checkpoint_sha256,adapter_checkpoint_sha256,dft_verified
screen16,M1,73005,True,Gd3GaNi4,8,114.86631313990802,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73005,True,Ni3B,8,115.32619133288972,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73005,True,BeNi2SnO4,8,113.97579483804293,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73006,True,LiMn4O2F7,14,123.8683282949496,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73006,True,Mn3FeCu(NiH2)3,14,116.78053968306631,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73006,True,Mn3SF3,14,124.50115386210382,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73006,True,Mn5Ni2O7,14,117.23103039618582,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73007,True,Eu10Sb5O,16,115.19671087898314,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73007,True,FeNi7,16,116.77604833897203,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73007,True,CaFeO2,16,117.71445840899833,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73007,True,Fe5Ni11,16,115.90212824079208,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73008,True,Eu6PdO9,16,116.88452979386784,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73008,True,LiEu4As3,16,113.65968337305821,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73008,True,Li3Eu3Bi2,16,114.19848861987703,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73008,True,LiNi5H2,16,115.23764255992137,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73009,True,LiEuGe,12,112.56587667390704,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73009,True,Mn9FeOs2,12,116.16102161305025,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73009,True,EuGe,12,113.96559451706707,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73009,True,LiEuGe,12,117.70063012698665,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73010,True,Eu7ZnGe4,12,112.62828276096843,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73010,True,LiEuAs,12,115.14383951993659,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73010,True,Fe3Co7H2,12,115.53630318003707,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73010,True,SrEu3Ge2,12,114.18080175295472,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73011,True,Eu3InO,5,114.83545525115915,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73011,True,LaEuO3,5,123.19367945892736,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73011,True,MnFeNi2B,5,126.28074956685305,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73011,True,PrEu3O,5,115.17642289306968,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73012,True,LiEu4O5,10,114.20876433607191,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73012,True,Eu2MnN2,10,116.99513583700173,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73012,True,Eu2AlNiO6,10,123.95610049297102,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73012,True,Eu5NiN4,10,123.82896589208394,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73013,True,MgMn(FeNi2)2,8,116.67675229092129,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73013,True,EuNi6C,8,117.09761422802694,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73013,True,SiNi7,8,118.80214556003921,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73013,True,FeNi6B,8,121.67190547892824,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73014,True,Mn2SiNi,4,116.79532510088757,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73014,True,MnFeSiNi,4,116.36121336184442,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73014,True,Mn2NiRu,4,122.73791492590681,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73014,True,MnNi,4,114.24127222900279,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
screen16,C0,73015,True,EuGdO3,10,114.04400597093627,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,73015,True,Eu2O3,10,124.56657288619317,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,73015,True,EuNi4O5,10,116.68040348100476,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-DB,73015,True,Eu2O3,10,117.16435798816383,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,38fffcb25e577afa897ed437875ec0c59740c16ab2ead43dfcad35dd7ba40779,False
