method,seed,path,n_atoms,volume,minimum_distance_angstrom,chgnet_energy_per_atom_ev,chgnet_max_force_ev_ang,accepted_steps,fallback_count,backtracking_count
pos_1,20008,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20008.extxyz,4,132.76815677727487,3.095234661692327,-6.6728997230529785,0.14559907542953918,1,0,0
pos_1,20009,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20009.extxyz,4,147.72211866516574,3.361693713454733,-8.495667457580566,0.17228193905282796,1,0,0
pos_1,20010,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20010.extxyz,10,131.16645009830756,1.3404455255112484,-7.375024795532227,0.47555627920717936,1,0,0
pos_1,20011,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20011.extxyz,5,133.06900736428835,2.5515800733053307,-8.624491691589355,0.00935527784672711,1,0,0
pos_1,20012,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20012.extxyz,8,257.833685518408,2.8875423383322825,-7.883738040924072,0.16037565076765734,1,0,0
pos_1,20013,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20013.extxyz,4,58.1445750770552,2.6611465816037083,-8.160247802734375,0.006500174320828577,1,0,0
pos_1,20014,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20014.extxyz,18,225.26275179675693,1.88019868046768,-7.445672035217285,0.24966453400076571,1,0,0
pos_1,20015,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20015.extxyz,20,261.04065038639925,2.1115357874394878,-9.390765190124512,0.6635624143744965,1,0,0
pos_1,20016,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20016.extxyz,8,82.1612092564704,2.3167103626480214,-7.41411828994751,0.2513633810600318,1,0,0
pos_1,20017,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20017.extxyz,18,238.12185034056068,1.8672988739373084,-7.434216022491455,0.24693497636869435,1,0,0
pos_1,20018,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20018.extxyz,16,171.48749445254074,1.987379264786437,-8.135480880737305,0.47509142041230473,1,0,0
pos_1,20019,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20019.extxyz,12,136.37057168500684,2.4185578987624163,-7.485789775848389,0.21900405966344863,1,0,0
pos_1,20020,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20020.extxyz,16,286.92009175390115,2.5063784552984063,-6.629919052124023,0.333972520278393,1,0,0
pos_1,20021,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20021.extxyz,10,106.96216008749546,1.885259407164048,-8.518303871154785,0.10424101490708076,1,0,0
pos_1,20022,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20022.extxyz,8,332.04912830774845,3.845888772204071,-8.833809852600098,0.043869534266737474,1,0,0
pos_1,20023,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20023.extxyz,15,205.20272803073664,1.6757911375329413,-8.292511940002441,0.31730344422265744,1,0,0
pos_1,20024,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20024.extxyz,4,52.13841223081877,2.5699329022869715,-7.192689418792725,0.20323291922708794,1,0,0
pos_1,20025,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20025.extxyz,20,202.12274207332754,1.9918484458963603,-7.930244445800781,0.5024448214550785,1,0,0
pos_1,20026,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20026.extxyz,14,179.84816637994174,1.6227945221084368,-7.229213714599609,0.7658414042753436,1,0,0
pos_1,20027,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20027.extxyz,9,254.47018054147634,2.991132202083716,-6.31458044052124,0.05806090194309388,1,0,0
pos_1,20028,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20028.extxyz,20,246.24488026528934,1.836327543287961,-9.577117919921875,0.37385387029511635,1,0,0
pos_1,20029,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20029.extxyz,5,161.40139293894228,2.7168792815880813,-9.058767318725586,0.03527771502062863,1,0,0
pos_1,20030,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20030.extxyz,12,147.89579036656687,2.443124237037876,-6.601985931396484,0.20746672095138688,1,0,0
pos_1,20031,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20031.extxyz,5,142.97115528345984,2.4059532659866982,-7.899114608764648,0.27944684617561666,1,0,0
pos_1,20032,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20032.extxyz,9,184.16307714430738,2.5064498508286825,-7.971031665802002,0.44221830014855146,1,0,0
pos_1,20033,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20033.extxyz,7,286.4671014455628,3.2933075722334104,-6.992893218994141,0.005206750243199132,1,0,0
pos_1,20034,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20034.extxyz,12,180.8041758532416,2.461732672344935,-7.546019554138184,0.17045281024573383,1,0,0
pos_1,20035,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20035.extxyz,9,123.17480299794826,2.5779667742725723,-6.9500412940979,0.22167680541170043,1,0,0
pos_1,20036,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20036.extxyz,4,60.33089657607327,2.466745926405947,-12.864075660705566,0.00836713380724379,1,0,0
pos_1,20037,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20037.extxyz,12,186.79316697960553,2.4172032548836313,-7.584259510040283,0.06707873818369671,1,0,0
pos_1,20038,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20038.extxyz,18,232.98756827311166,1.9402595094927104,-7.3819475173950195,0.2055575203270909,1,0,0
pos_1,20039,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20039.extxyz,16,152.7427001964983,0.9807111067300964,-6.630808353424072,0.40538185456622916,1,0,0
pos_1,20040,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20040.extxyz,4,114.49519829691127,3.3330883367290207,-5.927597522735596,0.002424319527078734,1,0,0
pos_1,20041,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20041.extxyz,6,67.27764342442387,2.4542159266705537,-7.051750659942627,0.06067553000408432,1,0,0
pos_1,20042,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20042.extxyz,9,262.29848291740564,3.0771489671558467,-9.0139741897583,0.0578979419103809,1,0,0
pos_1,20043,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20043.extxyz,6,113.02367515657481,2.8260201354476617,-8.31933307647705,0.1739125404859305,1,0,0
pos_1,20044,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20044.extxyz,4,44.37272913994606,2.4666107718828516,-5.990979194641113,0.05906484874918114,1,0,0
pos_1,20045,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20045.extxyz,12,153.18012657857523,2.3335576093746413,-7.175132751464844,0.3463753497713218,1,0,0
pos_1,20046,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20046.extxyz,10,144.41936883379006,2.0491552551385013,-9.609845161437988,0.16248671600191106,1,0,0
pos_1,20047,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20047.extxyz,4,142.7104440067786,3.5144689284984016,-6.701992034912109,0.012319886520938642,1,0,0
pos_1,20048,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20048.extxyz,10,144.74377204499692,1.9290919736127983,-9.052906036376953,0.31962812648432853,1,0,0
pos_1,20049,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20049.extxyz,12,151.44120875407714,2.0399176463370856,-7.688013076782227,0.02009558242010168,1,0,0
pos_1,20050,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20050.extxyz,10,129.82346497596907,1.9251427683406364,-7.9413743019104,0.25520584678821834,1,0,0
pos_1,20051,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20051.extxyz,7,159.65217016650917,2.2789807056006053,-8.753576278686523,0.13705343446484408,1,0,0
pos_1,20052,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20052.extxyz,14,145.77852594741128,1.9064192632597807,-6.554077625274658,0.2626619249818237,1,0,0
pos_1,20053,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20053.extxyz,4,125.27662390316473,3.4370684443134873,-6.929214000701904,0.00394883742099987,1,0,0
pos_1,20054,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20054.extxyz,6,110.67583180734225,2.679145378115001,-7.381289958953857,0.040080488208746795,1,0,0
pos_1,20055,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20055.extxyz,12,137.89160228608742,2.434927331056934,-8.55050277709961,0.16643487882943805,1,0,0
pos_1,20056,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20056.extxyz,4,63.94251284198911,2.1913337359058014,-10.71631145477295,0.043405895476826155,1,0,0
pos_1,20057,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20057.extxyz,8,92.08744780141822,2.4453733281179635,-7.711686134338379,0.13149845135897353,1,0,0
pos_1,20058,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20058.extxyz,3,39.08451259073366,2.3303318580934804,-9.84239673614502,0.005348409517833084,0,1,0
pos_1,20059,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20059.extxyz,10,154.94014546769506,2.0999899461431686,-10.342568397521973,0.11702302335256728,1,0,0
pos_1,20060,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20060.extxyz,8,140.8800607129959,1.902244565980368,-7.659881591796875,0.3229423291524771,1,0,0
pos_1,20061,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20061.extxyz,10,127.47265441825735,1.6255004918854858,-7.708098888397217,0.4339108555977115,1,0,0
pos_1,20062,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20062.extxyz,10,125.95463197465645,2.0728458000558776,-7.663321495056152,0.045107151609556334,1,0,0
pos_1,20063,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_1/20063.extxyz,8,186.82029157042214,2.7536726318642453,-4.513546466827393,0.022531265630232007,1,0,0
pos_3,20000,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20000.extxyz,8,188.93106729494525,2.4897528122624264,-8.711326599121094,0.24003072709590803,3,0,0
pos_3,20001,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20001.extxyz,12,328.2728840419052,2.3599974705067104,-8.967092514038086,0.27094172824721624,3,0,0
pos_3,20002,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20002.extxyz,4,118.43141281718864,3.2612610091639818,-6.004022598266602,0.034334187453552566,3,0,0
pos_3,20003,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20003.extxyz,9,117.67316483550748,2.3570588254288327,-6.466598033905029,0.25177368498238945,3,0,0
pos_3,20004,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20004.extxyz,4,50.240353733840585,2.3473591593926404,-7.158541202545166,0.16320059625642694,3,0,0
pos_3,20005,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20005.extxyz,9,198.8443526786746,2.7462773900629918,-6.879863739013672,0.0868317207609503,3,0,0
pos_3,20006,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20006.extxyz,14,149.8854365234124,2.136192828276205,-7.828418731689453,0.0897893592404814,3,0,0
pos_3,20007,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20007.extxyz,12,171.7652984869858,2.18563609977814,-8.789586067199707,0.26989569424636783,3,0,0
pos_3,20008,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20008.extxyz,4,132.76815677727487,3.096963196164541,-6.673094272613525,0.13540293373567788,3,0,0
pos_3,20009,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20009.extxyz,4,147.72211866516574,3.3590500386378115,-8.49595832824707,0.16807530937793339,3,0,0
pos_3,20010,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20010.extxyz,10,131.16645009830756,1.3548319925003325,-7.375887393951416,0.1748699861236073,3,0,0
pos_3,20011,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20011.extxyz,5,133.06900736428835,2.551702120697538,-8.624493598937988,0.00826792698577185,3,0,0
pos_3,20012,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20012.extxyz,8,257.833685518408,2.8839082242776843,-7.8839921951293945,0.15024089616037611,3,0,0
pos_3,20013,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20013.extxyz,4,58.1445750770552,2.6612374358141735,-8.160248756408691,0.0055347515524645004,3,0,0
pos_3,20014,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20014.extxyz,18,225.26275179675693,1.8732796870406936,-7.445895671844482,0.21376574153020228,3,0,0
pos_3,20015,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20015.extxyz,20,261.04065038639925,2.117144765593356,-9.39490032196045,0.5616473715717029,3,0,0
pos_3,20016,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20016.extxyz,8,82.1612092564704,2.3119404055333517,-7.414676189422607,0.2283135192361155,3,0,0
pos_3,20017,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20017.extxyz,18,238.12185034056068,1.8701403600531665,-7.434806823730469,0.214170042663861,3,0,0
pos_3,20018,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20018.extxyz,16,171.48749445254074,1.9786419516688467,-8.135972023010254,0.36598862701613927,3,0,0
pos_3,20019,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20019.extxyz,12,136.37057168500684,2.419619259539356,-7.486116409301758,0.19882308771963847,3,0,0
pos_3,20020,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20020.extxyz,16,286.92009175390115,2.503890469661434,-6.630637168884277,0.2940796509111027,3,0,0
