batch,objective,category,loss_value,gradient_l2_norm,fraction_total_gradient_sq,cosine_with_base_gradient,t_low_mean,t_high_mean
0,total,cell_head,0.704241156578064,8.607883336168351,0.03656195651619884,0.7294918645910182,0.25816601514816284,0.8039204478263855
0,total,other_shared,0.704241156578064,18.926180848034583,0.17675131537714597,0.4516611045058322,0.25816601514816284,0.8039204478263855
0,total,position_head,0.704241156578064,0.1834424170166091,1.6604897960225015e-05,0.9999729342589474,0.25816601514816284,0.8039204478263855
0,total,gemnet_block_1,0.704241156578064,11.548843915601244,0.0658133059361438,0.4412488265920471,0.25816601514816284,0.8039204478263855
0,total,gemnet_block_2,0.704241156578064,4.435735637378917,0.009708854511897808,0.1844930994776191,0.25816601514816284,0.8039204478263855
0,total,gemnet_block_3,0.704241156578064,4.460476712795589,0.009817462156999203,0.1816862413006463,0.25816601514816284,0.8039204478263855
0,total,gemnet_block_4,0.704241156578064,4.2831272110288845,0.009052293570196197,0.19626011784548902,0.25816601514816284,0.8039204478263855
0,total,condition_modules,0.704241156578064,0.8617691549157029,0.00036645324691530123,0.23671342178047033,0.25816601514816284,0.8039204478263855
0,total,atomic_head,0.704241156578064,0.2531396238791869,3.161964168233434e-05,0.9784966434969088,0.25816601514816284,0.8039204478263855
0,total,ALL_PARAMETERS,0.704241156578064,45.017529559356554,1.0,0.295735948522242,0.25816601514816284,0.8039204478263855
1,base_original,embedding_input,0.375242680311203,0.7830647537769957,0.08362346317263833,1.0,0.2787734866142273,0.6909914016723633
1,base_original,cell_head,0.375242680311203,0.12832628654942702,0.0022457636619339174,1.0,0.2787734866142273,0.6909914016723633
1,base_original,other_shared,0.375242680311203,2.1938646788203657,0.6563756606971098,1.0,0.2787734866142273,0.6909914016723633
1,base_original,position_head,0.375242680311203,0.28088825875507234,0.010759695181750906,1.0,0.2787734866142273,0.6909914016723633
1,base_original,gemnet_block_1,0.375242680311203,0.8205603920761717,0.09182351137070857,1.0,0.2787734866142273,0.6909914016723633
1,base_original,gemnet_block_2,0.375242680311203,0.692630802245194,0.0654238954132929,1.0,0.2787734866142273,0.6909914016723633
1,base_original,gemnet_block_3,0.375242680311203,0.6408952196757273,0.05601532509931944,1.0,0.2787734866142273,0.6909914016723633
1,base_original,gemnet_block_4,0.375242680311203,0.474622933569834,0.03072063829227744,1.0,0.2787734866142273,0.6909914016723633
1,base_original,condition_modules,0.375242680311203,0.07201767736246037,0.0007073119866466505,1.0,0.2787734866142273,0.6909914016723633
1,base_original,atomic_head,0.375242680311203,0.130000227438641,0.002304735124321787,1.0,0.2787734866142273,0.6909914016723633
1,base_original,ALL_PARAMETERS,0.375242680311203,2.7079061079056777,1.0,1.0,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,embedding_input,0.04594364017248154,0.21051665293209404,0.14947531441034814,0.5336441169892757,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,other_shared,0.04594364017248154,0.4161499568024405,0.5841121910586007,0.2852874172515603,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,gemnet_block_1,0.04594364017248154,0.1423206838846336,0.0683176008697692,0.09759014810133923,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,gemnet_block_2,0.04594364017248154,0.16367578378095388,0.09035775276495797,0.3590452181053061,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,gemnet_block_3,0.04594364017248154,0.1363894006930595,0.06274192003249164,0.2949048466357389,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,gemnet_block_4,0.04594364017248154,0.08423287493266159,0.02393094288475458,0.32515730707818363,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,condition_modules,0.04594364017248154,0.016833040496693093,0.0009557002491874342,0.4294213785449023,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,atomic_head,0.04594364017248154,0.07721335008119556,0.020108577729890595,0.9183437326478548,0.2787734866142273,0.6909914016723633
1,tcl_atomic_weighted,ALL_PARAMETERS,0.04594364017248154,0.5445048075913215,1.0,0.306608311091422,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,embedding_input,0.0014261746546253562,0.0035654221921148,0.8130305691476447,-0.36370657973075243,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,other_shared,0.0014261746546253562,0.0010648286138777432,0.07251775889844463,0.1445258728773612,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,position_head,0.0014261746546253562,0.0012166227935146794,0.09466661445307194,0.10742779057526036,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,gemnet_block_1,0.0014261746546253562,0.0004628700923368451,0.013702606591578872,0.10106370480194728,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,gemnet_block_2,0.0014261746546253562,0.00019353434263303656,0.0023955267875706452,0.26951015509719684,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,gemnet_block_3,0.0014261746546253562,0.0002055689947128144,0.0027027145051508523,0.261480962409481,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,gemnet_block_4,0.0014261746546253562,0.0001221149315707288,0.000953723511593067,0.21800751855210448,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,condition_modules,0.0014261746546253562,2.1832752723251134e-05,3.0486104945166997e-05,0.12339740785469032,0.2787734866142273,0.6909914016723633
1,tcl_position_weighted,ALL_PARAMETERS,0.0014261746546253562,0.003954189930694595,1.0,-0.04861135038841178,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,embedding_input,0.1925647258758545,17.322829282003113,0.43090461618197967,0.15064857138951626,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,cell_head,0.1925647258758545,7.019894132088803,0.07076273674485184,-0.03277523958902661,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,other_shared,0.1925647258758545,16.674609409657947,0.39925911077949017,0.009067226990497083,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,gemnet_block_1,0.1925647258758545,6.103694295102123,0.053496952569255136,0.03854431798881539,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,gemnet_block_2,0.1925647258758545,3.72006887149888,0.019872177439807393,-0.005427016243836819,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,gemnet_block_3,0.1925647258758545,3.4391016955261464,0.016983747807415572,0.02665682737792517,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,gemnet_block_4,0.1925647258758545,2.462784832880254,0.008709564433966881,0.005270547375071647,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,condition_modules,0.1925647258758545,0.08789682323307359,1.1094043233488354e-05,0.09756382241076493,0.2787734866142273,0.6909914016723633
1,tcl_cell_weighted,ALL_PARAMETERS,0.1925647258758545,26.38932319778853,1.0,0.03651637071023322,0.2787734866142273,0.6909914016723633
1,total,embedding_input,0.6151772141456604,17.512263625339077,0.4294209721769031,0.20007519192853854,0.2787734866142273,0.6909914016723633
1,total,cell_head,0.6151772141456604,7.016860315592748,0.06894207337690705,-0.014501139985670233,0.2787734866142273,0.6909914016723633
1,total,other_shared,0.6151772141456604,16.929808519251736,0.4013310583413499,0.14551467327170678,0.2787734866142273,0.6909914016723633
1,total,position_head,0.6151772141456604,0.2810215579096406,0.00011058034796223482,0.9999907367467495,0.2787734866142273,0.6909914016723633
1,total,gemnet_block_1,0.6151772141456604,6.190718705610311,0.05366372556617932,0.17280036604780363,0.2787734866142273,0.6909914016723633
1,total,gemnet_block_2,0.6151772141456604,3.785556533200958,0.020065877224755883,0.19317134165451286,0.2787734866142273,0.6909914016723633
1,total,gemnet_block_3,0.6151772141456604,3.534914056446886,0.017496710126317466,0.2186322963884354,0.2787734866142273,0.6909914016723633
1,total,gemnet_block_4,0.6151772141456604,2.5195027172393885,0.008888497205361823,0.20330469966361095,0.2787734866142273,0.6909914016723633
1,total,condition_modules,0.6151772141456604,0.12726545903054598,2.2678784520641452e-05,0.6900881721521719,0.2787734866142273,0.6909914016723633
1,total,atomic_head,0.6151772141456604,0.20321952308101185,5.7826849742319164e-05,0.9886285396097201,0.2787734866142273,0.6909914016723633
1,total,ALL_PARAMETERS,0.6151772141456604,26.723950642537364,1.0,0.14329095509411402,0.2787734866142273,0.6909914016723633
2,base_original,embedding_input,0.3600177764892578,1.0193616529889236,0.05701009004067385,1.0,0.2464209347963333,0.8246436715126038
2,base_original,cell_head,0.3600177764892578,0.17064073070801597,0.0015975723937325724,1.0,0.2464209347963333,0.8246436715126038
2,base_original,other_shared,0.3600177764892578,3.691590414511754,0.7476910157940307,1.0,0.2464209347963333,0.8246436715126038
2,base_original,position_head,0.3600177764892578,0.3553539715512433,0.006928153322229786,1.0,0.2464209347963333,0.8246436715126038
2,base_original,gemnet_block_1,0.3600177764892578,0.9829934017085079,0.05301470489651015,1.0,0.2464209347963333,0.8246436715126038
2,base_original,gemnet_block_2,0.3600177764892578,1.119766488198402,0.06879392284149811,1.0,0.2464209347963333,0.8246436715126038
2,base_original,gemnet_block_3,0.3600177764892578,0.9884287162205436,0.05360259946401339,1.0,0.2464209347963333,0.8246436715126038
2,base_original,gemnet_block_4,0.3600177764892578,0.427165110952207,0.010011212760521422,1.0,0.2464209347963333,0.8246436715126038
2,base_original,condition_modules,0.3600177764892578,0.11088277534916578,0.0006745642454776378,1.0,0.2464209347963333,0.8246436715126038
2,base_original,atomic_head,0.3600177764892578,0.11101419863746567,0.0006761642413124119,1.0,0.2464209347963333,0.8246436715126038
2,base_original,ALL_PARAMETERS,0.3600177764892578,4.269258271561968,1.0,1.0,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,embedding_input,0.08296804130077362,0.07812515883272528,0.0729127530424922,0.12346747303616316,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,other_shared,0.08296804130077362,0.21022167230479755,0.5279303663594745,0.041357405972127975,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,gemnet_block_1,0.08296804130077362,0.07606466347044383,0.0691174276215428,-0.01205800363671686,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,gemnet_block_2,0.08296804130077362,0.059578665630178516,0.042403647389235716,0.09873106722923979,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,gemnet_block_3,0.08296804130077362,0.06481949895337179,0.05019182757222695,0.06278582101953924,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,gemnet_block_4,0.08296804130077362,0.09067897956747885,0.09822791337889188,0.23810013814389447,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,condition_modules,0.08296804130077362,0.06820563270116535,0.055572784003414255,0.6161750991802804,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,atomic_head,0.08296804130077362,0.08367672884817201,0.08364328063272156,0.7738901621407275,0.2464209347963333,0.8246436715126038
2,tcl_atomic_weighted,ALL_PARAMETERS,0.08296804130077362,0.28932713394922177,1.0,0.05880399483560705,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,embedding_input,0.002403389662504196,0.005192340808724101,0.31714697885932785,-0.03552714531264757,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,other_shared,0.002403389662504196,0.0045760362211449196,0.24632761652421417,0.09489918898435486,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,position_head,0.002403389662504196,0.005759754061091454,0.3902492499894688,0.025113724187709713,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,gemnet_block_1,0.002403389662504196,0.0017950932785283618,0.03790602453154283,0.22629566043503657,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,gemnet_block_2,0.002403389662504196,0.0005672453276643278,0.003785088623571345,0.1365308902855569,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,gemnet_block_3,0.002403389662504196,0.0005684985782792853,0.0038018323661856836,0.1254202584621872,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,gemnet_block_4,0.002403389662504196,0.000253121938508493,0.000753691770820374,0.17779741197824522,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,condition_modules,0.002403389662504196,5.009235759858536e-05,2.9517334868571148e-05,0.19565401247655845,0.2464209347963333,0.8246436715126038
2,tcl_position_weighted,ALL_PARAMETERS,0.002403389662504196,0.009220042036203297,1.0,0.05196864600205682,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,embedding_input,0.9890419244766235,116.17584020752041,0.49641858115386256,0.17791228526842856,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,cell_head,0.9890419244766235,54.10436289400745,0.10766659029557088,0.6961346993639416,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,other_shared,0.9890419244766235,96.02102100872922,0.33911658022082325,0.11878669937981663,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,gemnet_block_1,0.9890419244766235,29.960893492401986,0.03301611026332058,0.16599692539860234,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,gemnet_block_2,0.9890419244766235,15.126241272725895,0.008415471074236874,0.10323365699023629,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,gemnet_block_3,0.9890419244766235,15.897239197879196,0.009295222770924993,0.12157432523669034,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,gemnet_block_4,0.9890419244766235,12.702230018958398,0.005934393368173527,0.07074784530502323,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,condition_modules,0.9890419244766235,1.9303349733459003,0.00013705085308777956,0.08519675738422187,0.2464209347963333,0.8246436715126038
2,tcl_cell_weighted,ALL_PARAMETERS,0.9890419244766235,164.88904686555375,1.0,0.11203544547784224,0.2464209347963333,0.8246436715126038
2,total,embedding_input,1.4344310760498047,116.37261692185074,0.4949545418306087,0.18645221309564577,0.2464209347963333,0.8246436715126038
2,total,cell_head,1.4344310760498047,54.22328792015158,0.10745717254152243,0.6977548773733763,0.2464209347963333,0.8246436715126038
2,total,other_shared,1.4344310760498047,96.50476955869357,0.3403778327002061,0.1564358825942216,0.2464209347963333,0.8246436715126038
2,total,position_head,1.4344310760498047,0.35554524653478015,4.620122236615636e-06,0.9998688576535751,0.2464209347963333,0.8246436715126038
2,total,gemnet_block_1,1.4344310760498047,30.138111664931415,0.03319676682087676,0.1976201588428073,0.2464209347963333,0.8246436715126038
2,total,gemnet_block_2,1.4344310760498047,15.28044737014626,0.008533670134868646,0.17586287008824633,0.2464209347963333,0.8246436715126038
2,total,gemnet_block_3,1.4344310760498047,16.03995226291592,0.009403074033543422,0.18237371706195843,0.2464209347963333,0.8246436715126038
2,total,gemnet_block_4,1.4344310760498047,12.738404204942,0.00593053350077319,0.10569893842631685,0.2464209347963333,0.8246436715126038
2,total,condition_modules,1.4344310760498047,1.9610723973433226,0.00014055651041415746,0.1618387597254168,0.2464209347963333,0.8246436715126038
2,total,atomic_head,1.4344310760498047,0.18358581267772175,1.2318049508618939e-06,0.9574312579319514,0.2464209347963333,0.8246436715126038
2,total,ALL_PARAMETERS,1.4344310760498047,165.41243075311286,1.0,0.1370975642673882,0.2464209347963333,0.8246436715126038
3,base_original,embedding_input,0.4534015357494354,0.4670426892921677,0.077021744521032,1.0,0.29731661081314087,0.6684246063232422
3,base_original,cell_head,0.4534015357494354,0.15958372534381268,0.0089924367635775,1.0,0.29731661081314087,0.6684246063232422
3,base_original,other_shared,0.4534015357494354,1.4101681330798792,0.7021695415358901,1.0,0.29731661081314087,0.6684246063232422
3,base_original,position_head,0.4534015357494354,0.17984225728126774,0.011420462292136542,1.0,0.29731661081314087,0.6684246063232422
3,base_original,gemnet_block_1,0.4534015357494354,0.35833633535203013,0.045340039080922614,1.0,0.29731661081314087,0.6684246063232422
3,base_original,gemnet_block_2,0.4534015357494354,0.3645672676524014,0.04693053887142008,1.0,0.29731661081314087,0.6684246063232422
3,base_original,gemnet_block_3,0.4534015357494354,0.42148504383053237,0.06272844638370019,1.0,0.29731661081314087,0.6684246063232422
3,base_original,gemnet_block_4,0.4534015357494354,0.303453273912932,0.03251500679326969,1.0,0.29731661081314087,0.6684246063232422
3,base_original,condition_modules,0.4534015357494354,0.059432160180267916,0.001247220458192113,1.0,0.29731661081314087,0.6684246063232422
3,base_original,atomic_head,0.4534015357494354,0.1815201936754796,0.011634563299859138,1.0,0.29731661081314087,0.6684246063232422
3,base_original,ALL_PARAMETERS,0.4534015357494354,1.6828674207874852,1.0,1.0,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,embedding_input,0.07535140216350555,0.06410118407935321,0.04931671689509544,0.14477581245895807,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,other_shared,0.07535140216350555,0.20622488163441266,0.510439388034206,0.20375927424782703,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,gemnet_block_1,0.07535140216350555,0.09037816627583589,0.09803679485012808,0.12687901977083718,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,gemnet_block_2,0.07535140216350555,0.05632117468298521,0.03807197983860674,0.2113646457460766,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,gemnet_block_3,0.07535140216350555,0.07565852488736953,0.068703330794452,0.20566933285500466,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,gemnet_block_4,0.07535140216350555,0.11147685822176637,0.14915282865590512,0.4005214522059487,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,condition_modules,0.07535140216350555,0.029096803060004384,0.010161377886679937,0.6263658844644527,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,atomic_head,0.07535140216350555,0.07963637229053097,0.07611758304492683,0.6341897418977208,0.29731661081314087,0.6684246063232422
3,tcl_atomic_weighted,ALL_PARAMETERS,0.07535140216350555,0.28864827958883427,1.0,0.21174235369722832,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,embedding_input,0.0020445564296096563,0.00040892550189453215,0.10166962239546323,0.30372743458721424,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,other_shared,0.0020445564296096563,0.0006399992806186906,0.24903580465156225,-0.014713870754013389,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,position_head,0.0020445564296096563,0.0009739208971441296,0.5767003151519722,-0.010810206321763707,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,gemnet_block_1,0.0020445564296096563,0.00029452329260821753,0.05274024146371488,-0.08009522953457332,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,gemnet_block_2,0.0020445564296096563,0.00010539046459098929,0.006753135406797164,-0.00265982609284674,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,gemnet_block_3,0.0020445564296096563,0.00012098701514405616,0.008899801999359972,0.02589233555974209,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,gemnet_block_4,0.0020445564296096563,8.128834630107795e-05,0.004017532482976623,-0.027720620460040257,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,condition_modules,0.0020445564296096563,1.7374870745798276e-05,0.00018354644815342245,-0.07745323421640886,0.29731661081314087,0.6684246063232422
3,tcl_position_weighted,ALL_PARAMETERS,0.0020445564296096563,0.0012824740614581329,1.0,0.016310094955906834,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,embedding_input,0.27072784304618835,24.952056606457838,0.7452843744515856,0.3460921580335657,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,cell_head,0.27072784304618835,5.869999699223151,0.041246345940095686,0.6265842643309044,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,other_shared,0.27072784304618835,10.844954706829773,0.14078773014996354,-0.008043155446984864,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,gemnet_block_1,0.27072784304618835,5.79530250966587,0.040203285250110736,0.15866177856459449,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,gemnet_block_2,0.27072784304618835,3.228895691285527,0.012480079529199621,0.010160587540136773,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,gemnet_block_3,0.27072784304618835,3.2127135378688116,0.012355300957055164,0.09227148024772708,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,gemnet_block_4,0.27072784304618835,2.5038099408809873,0.007504332021735557,0.12263411971018386,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,condition_modules,0.27072784304618835,0.3402132853542864,0.00013855170025351058,0.3037129777015404,0.29731661081314087,0.6684246063232422
3,tcl_cell_weighted,ALL_PARAMETERS,0.27072784304618835,28.903160797630406,1.0,0.10548354816009822,0.29731661081314087,0.6684246063232422
3,total,embedding_input,0.801525354385376,25.121060332273846,0.7441766704025954,0.36272982574738083,0.29731661081314087,0.6684246063232422
3,total,cell_head,0.801525354385376,5.971287672119967,0.042047105667919575,0.6426810018408554,0.29731661081314087,0.6684246063232422
3,total,other_shared,0.801525354385376,10.899929441249023,0.14010301815220544,0.1252348767672493,0.29731661081314087,0.6684246063232422
3,total,position_head,0.801525354385376,0.1798343746047178,3.813691297270922e-05,0.9999853369771748,0.29731661081314087,0.6684246063232422
3,total,gemnet_block_1,0.801525354385376,5.856048720665621,0.04043984482202319,0.22016084793851812,0.29731661081314087,0.6684246063232422
3,total,gemnet_block_2,0.801525354385376,3.253254971207793,0.012480624647609356,0.1258059271572643,0.29731661081314087,0.6684246063232422
3,total,gemnet_block_3,0.801525354385376,3.285749215479369,0.012731188359543186,0.22323390840814622,0.29731661081314087,0.6684246063232422
3,total,gemnet_block_4,0.801525354385376,2.5643304785850836,0.007754398332814704,0.2544226522131532,0.29731661081314087,0.6684246063232422
3,total,condition_modules,0.801525354385376,0.36956439675693714,0.00016105728306129824,0.4897204566356288,0.29731661081314087,0.6684246063232422
3,total,atomic_head,0.801525354385376,0.2400556815632647,6.795541925563049e-05,0.9665455947844357,0.29731661081314087,0.6684246063232422
3,total,ALL_PARAMETERS,0.801525354385376,29.120574663250952,1.0,0.1631776644284586,0.29731661081314087,0.6684246063232422
