method,seed,success,formula,num_atoms,elapsed_seconds,sampling_steps,corrector_steps_per_time,guidance_scale,target_dft_mag_density,checkpoint_sha256,adapter_checkpoint_sha256,dft_verified
M1,70003,True,LiMn3Ni3O7,14,114.11014204984531,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70003,True,Mn2Ni5H7,14,117.23743626195937,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70004,True,Eu4Zn2SnGe2,9,116.83106664591469,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70004,True,Eu3(AsPd2)2,9,115.86548299319111,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70004,True,Eu6GeSb2,9,116.04515995201655,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70005,True,Li3Ti2(FeO2)5,20,120.42911863094196,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70005,True,Mn3Ni7,20,117.45840957900509,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70005,True,Mn2InNi7,20,116.16993393399753,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70006,True,Li2Eu5WO10,18,116.873918347992,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70006,True,Li2Fe2Ni3OF10,18,116.38142597512342,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70006,True,EuNi5,18,115.4365055100061,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70007,True,Fe2Ni,6,112.33518273499794,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70007,True,EuFe2Ni3,6,120.64005222008564,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70007,True,FeNi2,6,124.60627849609591,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70008,True,Eu3Mg,4,111.4227655439172,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70008,True,Eu3Mg,4,113.77143700909801,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70008,True,Eu2AsCl,4,118.94963882490993,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70009,True,Co3Si,4,112.81373625784181,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70009,True,EuSi,4,113.3989242350217,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70009,True,FeCoNi2,4,115.43972909194417,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70010,True,ZnFe2Ir,4,116.0698618569877,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70010,True,MnIr2W,4,114.91624189703725,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70010,True,MnIr,4,116.34504413604736,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70011,True,K2Eu4O5,11,116.08972120820545,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70011,True,Li4Eu2As5,11,124.02099503390491,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70011,True,Li3(EuZn3)2,11,117.0263518919237,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70012,True,LiMn3(OF)3,10,116.2736611138098,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70012,True,Eu3Ni2,10,117.85968197695911,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70012,True,Eu2Ni3,10,120.0575913079083,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70013,True,ZnFeH,3,113.6848733520601,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70013,True,ZnFeH,3,116.48100938787684,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70013,True,ZnFeNi,3,116.40934615000151,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70014,True,Fe6SiNi,8,114.5124758342281,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70014,True,ZnFe3Ni4,8,115.18731682887301,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70014,True,ZnFe2Ni,8,114.05332931200974,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70015,True,LiFe2AsH2,12,120.37685940903611,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70015,True,NbFeNi4,12,121.66715102107264,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70015,True,ZnFe2Ni,12,115.81562602613121,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70016,True,Eu2MgAsO6,10,115.70513953804038,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70016,True,MnGe2HO6,10,116.0759695970919,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70016,True,Eu2O3,10,118.90134707395919,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70017,True,TbEu2Au,4,114.60271286801435,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70017,True,Eu2CdPb,4,116.56093506398611,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70017,True,Li2GdDy,4,113.37025805609301,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70018,True,CaN2O5,8,117.11297641391866,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70018,True,MnCoNi2,8,114.00132816494443,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70018,True,Eu3Y,8,122.3740367051214,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70019,True,SrEu2Sn,4,114.63792474102229,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70019,True,Eu2TlAu,4,115.97898810682818,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70019,True,Eu2MgTl,4,116.08860277500935,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70020,True,EuCrH6,8,114.67697877506725,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70020,True,PrEu3,8,117.17132496112026,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70020,True,Eu3Pb,8,116.53546388493851,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70021,True,EuCd,4,112.58039651205763,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70021,True,Mn2FePt,4,117.19191109994426,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70021,True,MnNiH2,4,119.32671333919279,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70022,True,RbEuO3,10,115.66995323402807,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70022,True,ZnFe3Co,10,116.43248314992525,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70022,True,ZnFe3Co,10,115.30357634508982,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70023,True,BaSr2Eu6Mg,10,117.25231098709628,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70023,True,Mn2VZnO6,10,114.51293904613703,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70023,True,EuFeH3,10,117.0766911401879,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70024,True,EuF2,12,121.2547140980605,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70024,True,GdFe2Ni9,12,115.94399337284267,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70024,True,FeF2,12,124.94652230408974,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70025,True,Fe3Ir2N3,8,114.26401587598957,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70025,True,FeNi2Ir,8,122.48548374208622,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70025,True,FeNi5Ir2,8,114.18533088290133,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70026,True,Eu2ZnGe,4,112.76862753392197,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70026,True,Mn2BeCo,4,115.9368129579816,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70026,True,Eu2ZnGe,4,116.81851250701584,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70027,True,Nd2SmFe9,12,121.72201549611054,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70027,True,NdFe3,12,116.26174541702494,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70027,True,Eu2Ni,12,113.17630891082808,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70028,True,Eu2GdTi3O10,16,113.769812484039,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70028,True,Mn2FeNi13,16,117.87386485305615,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70028,True,MnNi3,16,117.73807198787108,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70029,True,EuAuO2,8,121.08726857812144,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70029,True,Mn2CdFeO4,8,114.08338636392727,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70029,True,FeCo,8,117.89405528409407,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70030,True,Fe3Co2Rh,6,115.68259537499398,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70030,True,EuCo4Pd,6,122.59191662608646,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70030,True,Co5Rh,6,116.03317838301882,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
C0,70031,True,CaEuZn,3,115.65143980504945,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
M1,70031,True,EuZn2,3,119.92313759587705,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
M2,70031,True,EuZn2,3,116.33910059300251,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
