split,split_index,structure_id,formula,chemical_system,num_atoms,dft_mag_density,chgnet_energy_per_atom_ev,chgnet_force_rms_ev_ang,chgnet_force_mean_ev_ang,chgnet_force_max_ev_ang,minimum_distance_angstrom,volume_per_atom_ang3,quality_weight,quality_bin
train,29,alex<agm004498098>,K2MgPd3F12,F-K-Mg-Pd,18,6.293923848613973e-08,-4.618484973907471,0.10407697164986755,0.15099095421920594,0.2528049432580668,2.002215758894146,17.741998500572464,0.75,high_force
train,30,alex<agm004945722>,CsTl(CuBr3)2,Br-Cs-Cu-Tl,20,-2.097122077162376e-05,-3.147535562515259,0.10677152886215124,0.16313476533962862,0.25654754850579387,2.2767844105052375,40.17956799860727,0.75,high_force
train,31,alex<agm003348742>,Pr3(ReN3)2,N-Pr-Re,11,5.019243720969353e-06,-9.14661693572998,0.22644058864910077,0.3025489713855409,0.6924465607074848,1.9773210310118847,14.064068347962642,0.75,high_force
train,32,alex<agm005020133>,LiCoAs2Ru,As-Co-Li-Ru,5,-1.3587131367221917e-07,-5.898099899291992,0.15213649766911705,0.16666195786371013,0.4166445642960325,2.372079590792131,16.633367156483878,0.75,high_force
train,33,alex<agm001342399>,SmMgCuAu,Au-Cu-Mg-Sm,4,-9.16290949821734e-08,-3.904278039932251,1.1271402644937458e-06,1.612761189418086e-06,2.977534032074262e-06,2.9976477653406,20.735761544031103,1.25,low_force
train,34,alex<agm002166697>,Nb2Te,Nb-Te,12,8.717070303145903e-06,-8.143531799316406,0.08550361909117134,0.13138413701347584,0.265207198228475,2.791109953068917,21.043051573476777,0.75,high_force
train,35,alex<agm002166882>,NbInRh2,In-Nb-Rh,4,5.123394702403655e-05,-7.301307678222656,6.59943178337179e-06,1.0445192037033435e-05,1.5908594770759388e-05,2.813066040895441,16.50759408809088,1.25,low_force
train,36,alex<agm003333117>,Ho3(Tm2Sc)2,Ho-Sc-Tm,18,0.0007209110571349,-4.8571248054504395,0.06924842946600084,0.11446392300547127,0.15578616250143612,3.190911937574511,29.646372252755256,1.0,middle
train,37,alex<agm002263711>,ErCoPb,Co-Er-Pb,9,0.0005685348719283,-5.3282599449157715,0.06442121022959486,0.08743014196700655,0.16957526398251005,2.745349267745345,20.568660090877152,1.0,middle
train,38,alex<agm005090423>,KLaZnCl6,Cl-K-La-Zn,18,-6.135712299475975e-09,-4.323773384094238,0.03615989608851401,0.051139487800442675,0.07671198282529636,2.5105249704196173,31.69060423347347,1.25,low_force
train,39,alex<agm004816411>,CaLa(YS2)2,Ca-La-S-Y,8,5.81585247530653e-06,-6.846640586853027,0.01289642366094082,0.015186545605839687,0.039085218421247105,2.7633121273843924,22.748198484456072,1.25,low_force
train,40,mp-11584,Lu8Te,Lu-Te,9,0.0001514931098498,-4.621565818786621,0.0887046004672828,0.12478424204365915,0.20650459426421036,3.1159860003504254,29.000342678679676,0.75,high_force
train,41,alex<agm004864916>,LaPr2NdSm4,La-Nd-Pr-Sm,8,-7.315132095835675e-06,-4.733058452606201,0.0027232499345925896,0.0031684365722492035,0.008421695607414272,3.6469239021647555,35.074543225657436,1.25,low_force
train,42,alex<agm003438689>,Li2Bi3Pb,Bi-Li-Pb,6,-1.936379830765913e-06,-3.3936619758605957,0.01598820257028331,0.021773165935537023,0.04180609808384709,3.193130256340589,26.89725670374617,1.25,low_force
train,43,alex<agm002181834>,MnTlS2,Mn-S-Tl,4,0.0327348116106697,-5.644045829772949,0.09474409973143967,0.11603801074739253,0.2320747228190761,2.350966579687441,20.484776635993235,0.75,high_force
train,44,mp-767588,LiMnF5,F-Li-Mn,14,0.0327181033104327,-5.623519420623779,0.03434995324211486,0.04409742319725065,0.12146998944263505,1.8171729490596593,13.09972271875874,1.0,middle
train,45,alex<agm003292166>,Zr5Co4,Co-Zr,9,0.0003956841034228,-8.187026977539062,0.13516136356020336,0.19262030417754797,0.387070244984618,2.367551184500821,17.46732458367545,0.75,high_force
train,46,alex<agm004545449>,Sm2Fe2P2C,C-Fe-P-Sm,7,-2.2489925962042496e-05,-7.462672710418701,0.09667354099739273,0.15405770321564632,0.20718002053425869,1.7953150007918202,15.670484801302129,0.75,high_force
train,47,alex<agm004935414>,InPb2WO6,In-O-Pb-W,20,0.0070944379697386,-7.115657329559326,0.07317350831334808,0.10710924695005423,0.18129270214734847,1.9497894665759974,14.232224055804036,1.0,middle
train,48,alex<agm001192814>,Y5Bi,Bi-Y,6,2.4544654695800308e-06,-6.284936428070068,0.08539629465384137,0.1139870359947056,0.23083116111093507,3.447557374430829,30.61765773131414,0.75,high_force
train,49,mp-20680,Ce4Sb3,Ce-Sb,14,0.0223687125983071,-6.1794281005859375,0.0697381469289692,0.09130920931702524,0.15979107641732973,3.1578739523963333,30.06230702219843,1.0,middle
train,50,alex<agm003300639>,NiAu8,Au-Ni,9,2.597734658481876e-06,-3.497819185256958,0.056725922347733576,0.09205587022885063,0.11520795803005714,2.8314995653100326,17.50242859035019,1.0,middle
train,51,alex<agm003567643>,Ce3HgAu5,Au-Ce-Hg,18,0.0123725812624427,-4.466739654541016,0.03663640962742814,0.04270957655022789,0.10806397589889151,2.9578451877273024,23.862869117873668,1.0,middle
train,52,alex<agm005031053>,LaTbPr3Er,Er-La-Pr-Tb,12,0.0001912276400719,-4.708885669708252,0.011443053455405038,0.019085157115849526,0.026711191346007978,3.5726950078048865,34.717513317528926,1.25,low_force
train,53,alex<agm004979645>,CsCu2SbI6,Cs-Cu-I-Sb,20,-0.0,-2.969651222229004,0.05440499911519706,0.07976249431579426,0.16908748663552325,2.5517872026168233,45.85787766768651,1.0,middle
train,54,alex<agm001949126>,LaLuTe2,La-Lu-Te,4,-6.842785994011673e-05,-5.4972758293151855,0.08045346576188123,0.09853542500335688,0.1970705233841103,3.024258412139765,30.661422988425475,1.0,middle
train,55,alex<agm001612232>,Ti2NbCdH,Cd-H-Nb-Ti,5,1.7720620267009792e-05,-6.0989837646484375,1.8734746888217041e-06,2.5957753411959323e-06,5.200611997399764e-06,2.0261075496673584,14.672164530808974,1.25,low_force
train,56,alex<agm004564418>,Ba2Ce(ZnAs2)2,As-Ba-Ce-Zn,9,-1.1953487275420569e-06,-4.38483190536499,0.051702317442238854,0.07995430557073258,0.13969942842621585,2.5297754124542338,27.244461889214687,1.0,middle
train,57,alex<agm002170053>,NaPrO2,Na-O-Pr,4,0.0,-6.894891262054443,0.045821809261171145,0.056120798727327136,0.1122410472708915,2.429161057560237,16.096856951444913,1.0,middle
train,58,alex<agm004592240>,CdSn2Sb2Au7,Au-Cd-Sb-Sn,12,4.045462987333911e-05,-3.4511048793792725,0.0380221493909594,0.05755647962519728,0.0969561692345306,2.6915556784076657,23.91883103491651,1.0,middle
train,59,alex<agm004920033>,Ho4ErTlS8,Er-Ho-S-Tl,14,1.244627472309321e-05,-6.289599895477295,0.16477728455839982,0.21871065686288832,0.5046598865801851,2.6475831275190713,27.55613574501249,0.75,high_force
train,60,alex<agm002341415>,Yb2InIr2,In-Ir-Yb,5,3.089677740173773e-05,-5.248137474060059,0.01747781139853623,0.020246192731099594,0.04778147650589287,2.5263491114710384,21.715547234852007,1.25,low_force
train,61,alex<agm004516811>,Na2CuSb3Pt4,Cu-Na-Pt-Sb,10,0.000336294089359,-4.800487041473389,0.018835156180132734,0.01733736468554739,0.07133564379504503,2.5924427798984944,21.809016197776625,1.25,low_force
train,62,alex<agm003437843>,Al3CoNi2,Al-Co-Ni,6,-0.0001047536772921,-5.624504089355469,0.0585532725009904,0.06889487701643075,0.17226037383351026,2.4759637592782235,11.88899460972344,1.0,middle
train,63,alex<agm004972141>,LiCo(CuH3)2,Co-Cu-H-Li,10,0.0,-3.8465664386749268,0.11475079183888878,0.19090659099145973,0.2563931979998548,1.5586397174144984,7.12511657154176,0.75,high_force
train,64,alex<agm003762799>,CeCuBr6,Br-Ce-Cu,8,-0.003345551389144,-3.9555063247680664,0.0403961896255471,0.05860676708342913,0.10722260042548479,2.4164546249020957,37.39722409279498,1.0,middle
train,65,alex<agm003616573>,PrHoSb2,Ho-Pr-Sb,4,-3.883761164323278e-06,-5.634762287139893,0.04997002084399718,0.06120109024275601,0.12240162984793024,3.1061267987341763,31.445105269576807,1.0,middle
train,66,alex<agm003328418>,Dy3Sc2Cd3,Cd-Dy-Sc,8,0.005248551152937,-3.873811721801758,0.04503258488431714,0.04535108510678286,0.1546999201246077,3.0383401363979794,25.994064367715556,1.0,middle
train,67,alex<agm003178877>,ZnInHg2,Hg-In-Zn,4,-0.0001114491566031,-1.0676426887512207,0.04297162232279284,0.05262969924359452,0.10525891401995457,2.8096986298084645,24.76846181743294,1.0,middle
train,68,alex<agm003174326>,SrCd2Hg,Cd-Hg-Sr,4,-1.7569650853400324e-07,-1.2502198219299316,0.0257172683971093,0.039854891714281505,0.06512233838439645,2.9130535947367884,29.027331729654385,1.25,low_force
train,69,alex<agm001127497>,HoSnAu2,Au-Ho-Sn,4,6.988105484803523e-07,-4.400362014770508,0.019824334357152144,0.02428037183330396,0.048560589551982815,3.033961957515402,22.502522988994826,1.25,low_force
train,70,alex<agm001267032>,TbZnNi,Ni-Tb-Zn,3,7.153861518032406e-06,-4.3172478675842285,1.4377844723380832e-07,2.349164156306754e-07,3.45370024133397e-07,2.453325214649254,19.043321410855206,1.25,low_force
train,71,alex<agm002208812>,TmCuSe2,Cu-Se-Tm,8,4.329304012452747e-05,-5.309646129608154,0.057971576133054536,0.08318676124971724,0.13904153738371783,2.452227548157558,22.688981642697843,1.0,middle
train,72,alex<agm003769928>,TbEr6Tm,Er-Tb-Tm,8,0.0003401935929064,-4.543190956115723,0.005581097365060626,0.008095663100727655,0.014798863793178038,3.4904921299900558,30.519504299313162,1.25,low_force
train,73,alex<agm003310056>,Y3(HoBi)2,Bi-Ho-Y,7,0.0002470161711559,-5.693495750427246,0.05189807818951027,0.07761925438766125,0.1308073490237965,3.1325086061401737,30.817388300343485,1.0,middle
train,74,alex<agm003061508>,InCuSn,Cu-In-Sn,6,2.7863605071190015e-07,-3.5714809894561768,0.03830850553222006,0.06602655289692276,0.07254679083895706,2.6257773864775253,22.13160812924303,1.25,low_force
train,75,alex<agm005057343>,NaLiAgF4,Ag-F-Li-Na,14,0.0109559043822394,-4.273594856262207,0.05108551182836531,0.06870912834034888,0.13153665996389075,2.0168816727370205,13.041879207895844,1.0,middle
train,76,alex<agm003560886>,Pr3SmP4,P-Pr-Sm,8,-5.80568467810252e-09,-6.547148704528809,0.001432487493146173,0.0017227461436477415,0.004155397906234788,2.931694709703823,25.83675129613292,1.25,low_force
train,77,alex<agm002143152>,RbNiCl4,Cl-Ni-Rb,12,0.0055804614119672,-3.6699562072753906,0.07598345948654497,0.1088531217736491,0.17089913730878542,2.1420235940353645,29.592563056542584,1.0,middle
train,78,alex<agm005052254>,YGaPbS4,Ga-Pb-S-Y,14,-9.909875940993095e-05,-5.647531986236572,0.15511500001252387,0.23168281260696363,0.43906969425791437,2.2543941169544475,24.062749430307594,0.75,high_force
train,79,alex<agm003629046>,Pr2SiRh,Pr-Rh-Si,8,0.0001362986571917,-6.307801246643066,0.06379518137412242,0.10512052467886579,0.13779289843624415,2.4776979274295523,24.779882127704255,1.0,middle
train,80,alex<agm003560775>,Dy3TmSb4,Dy-Sb-Tm,8,0.0,-5.543420314788818,2.199454766223138e-07,2.2896036655519263e-07,8.469227141352382e-07,3.090991973876974,29.532063909624707,1.25,low_force
train,81,alex<agm003735152>,NaSnI4,I-Na-Sn,12,-2.0907862608517682e-07,-2.85322904586792,0.041136824370162445,0.06960819095160824,0.0868919029323425,2.8922271954456913,43.285180485756456,1.0,middle
train,82,alex<agm002268033>,CuAuSe2,Au-Cu-Se,4,7.945629202066877e-06,-3.8329246044158936,0.122803009294931,0.15040536695989326,0.30080664485896363,2.5113852851753466,22.36136445906004,0.75,high_force
train,83,alex<agm001308153>,YTmRuAu,Au-Ru-Tm-Y,4,-3.163824430071188e-07,-6.4921698570251465,1.0837088506526605e-06,1.6617113579874769e-06,2.877461753855141e-06,3.018753763484097,21.176879722242887,1.25,low_force
train,84,alex<agm004686956>,Tb3YEr3Te8,Er-Tb-Te-Y,15,6.577980652593523e-07,-5.544931888580322,0.049304807895209246,0.05545780979024359,0.13486917260277256,3.0449075894404305,30.64767758864475,1.0,middle
train,85,alex<agm005136394>,Na2Zn2CdAu5,Au-Cd-Na-Zn,20,3.885829003100599e-05,-2.5486624240875244,0.027639801679541602,0.03616130808621469,0.07372564128523068,2.6421707098468796,19.773882615461954,1.25,low_force
train,86,alex<agm001630239>,MnZnNi2H,H-Mn-Ni-Zn,5,0.0795382593514045,-5.192697525024414,4.724054934412244e-07,7.799086675303925e-07,1.053429169865359e-06,1.8429846763610893,10.096825544849036,1.25,low_force
train,87,mp-1228467,Al3FeSi2,Al-Fe-Si,12,1.2748560605606234e-07,-5.290367126464844,0.09579366673089865,0.13934075145107783,0.24812465098404568,2.3265405957215264,14.6421783657862,0.75,high_force
train,88,alex<agm001215821>,KNa2Sr,K-Na-Sr,4,-0.0001416560772042,-1.2890585660934448,7.281918741120579e-08,9.328562265140732e-08,1.8177737144762057e-07,4.002609786929756,49.184045423664834,1.25,low_force
train,89,alex<agm002924240>,Al(VH)2,Al-H-V,5,0.0015483193477108,-5.984673976898193,0.14842150745556706,0.16259109863156265,0.40647133567075744,1.7959190832213558,9.422126573448004,0.75,high_force
train,90,alex<agm002960721>,Hf2Be2Ga,Be-Ga-Hf,10,-7.200109712752125e-07,-6.397347927093506,0.1181607088846161,0.16706530179317497,0.3023581932393802,2.154788755016699,15.041426995019853,0.75,high_force
train,91,mp-1066581,VGaFeCo,Co-Fe-Ga-V,4,0.0210189892679415,-7.178400993347168,3.700631422133769e-06,5.9201443900205725e-06,8.468402715730568e-06,2.484612585897371,11.80740168800765,1.25,low_force
train,92,alex<agm004511232>,Ba2ZnGe4Pd3,Ba-Ge-Pd-Zn,10,0.0002038487961609,-4.542636394500732,0.06461976479009962,0.07565184094977966,0.1891447305682559,2.607557605145589,21.787180542140284,1.0,middle
train,93,alex<agm003347531>,Ce3(SiN3)2,Ce-N-Si,11,-0.0010902308789183,-8.528021812438965,0.4648254138314702,0.6834336902207382,1.4724654307179896,1.840882323384728,11.98737958720818,0.75,high_force
train,94,alex<agm002344086>,Sm2MgIr2,Ir-Mg-Sm,5,8.079170074893809e-05,-6.392858028411865,0.00822122416183101,0.011182448232549828,0.021598869033806794,2.67380533324911,21.95945741268679,1.25,low_force
train,95,alex<agm004967847>,SmAg2IrO6,Ag-Ir-O-Sm,20,0.0025122920304535,-6.403153896331787,0.07901255475238694,0.11896069507870803,0.18956420311360528,1.9245219292618012,13.442480791444225,1.0,middle
val,0,alex<agm003556387>,Nd3Dy4Cd,Cd-Dy-Nd,16,0.0005721640041875,-4.228795528411865,0.08362788709253956,0.13749322319446028,0.20113574339803963,3.372907357386125,31.605152628480113,0.75,high_force
val,1,alex<agm004862980>,Nd4Ho2TmSc,Ho-Nd-Sc-Tm,8,0.0001260467657434,-4.833966255187988,0.001389176403545355,0.0017016729374071313,0.003403497860188329,3.5059640114690795,32.069730935155185,1.25,low_force
val,2,alex<agm004674119>,Ba3CeMn2O9,Ba-Ce-Mn-O,15,0.0284283160377011,-7.755049228668213,0.017698139900259896,0.021348048973708057,0.07116016841579449,1.9334475184881086,14.057990604354526,1.25,low_force
val,3,alex<agm003377551>,Ce4Ho3Ru4,Ce-Ho-Ru,11,0.0023801078166584,-7.137923240661621,0.2054337239058138,0.30308325875779313,0.5006577291693348,2.562521782248332,23.1024614815212,0.75,high_force
val,4,alex<agm004805062>,Li2NdDyTl4,Dy-Li-Nd-Tl,8,-4.908710546359175e-08,-3.135996103286743,0.007517012136537289,0.009776090870623385,0.02341751998340678,3.130498206461697,25.464933325636412,1.25,low_force
val,5,alex<agm003715243>,V3HW,H-V-W,5,2.1575038867813947e-06,-8.836861610412598,0.013882286175887779,0.015213844348971176,0.038019047681243784,1.7387849309076742,11.782126500217078,1.25,low_force
val,6,alex<agm003462803>,Sn(HgO2)2,Hg-O-Sn,7,3.78754953196009e-05,-4.676013946533203,0.06765053608477979,0.10654419841751107,0.15604542128767682,2.059307399794398,15.3035430435994,1.0,middle
val,7,alex<agm002859993>,TiZnN2,N-Ti-Zn,8,-4.066328541165535e-06,-7.4427995681762695,0.05543853311244642,0.06789990463365485,0.13579860054956885,1.9365866963421547,12.311482201728024,1.0,middle
val,8,alex<agm004748141>,LaFe2Si2B,B-Fe-La-Si,6,0.001161162764065,-7.112288951873779,0.1453386247171017,0.14533925170408238,0.4360166788101254,1.9726938009262127,14.113202961453647,0.75,high_force
val,9,alex<agm004529353>,Na2Be3CuAs4,As-Be-Cu-Na,10,-1.070155342990973e-07,-3.9366586208343506,0.12432240686010837,0.09972213033378217,0.48127609491936846,2.24848983851763,16.446197873388684,0.75,high_force
val,10,alex<agm003510859>,La2Ga7Au,Au-Ga-La,10,1.815454644983989e-06,-4.013324737548828,0.0213059845746871,0.02110829075743558,0.08042472601190087,2.5035744349841136,21.129682240203017,1.0,middle
val,11,alex<agm003728936>,SnBiAu3,Au-Bi-Sn,20,1.6737101432080157e-07,-3.613081216812134,0.09586743269380829,0.15756658184669464,0.23112297398900095,2.771109590801433,23.71974216061728,0.75,high_force
val,12,alex<agm004868794>,Na2LiGaBr4,Br-Ga-Li-Na,16,-0.0,-3.284446954727173,0.10054068179278995,0.12277804995914554,0.26438578022392817,2.877256474171864,27.18421228724352,0.75,high_force
val,13,alex<agm001128161>,Nd2SnRh,Nd-Rh-Sn,4,1.5008888669557697e-06,-5.936609268188477,0.04182800534383317,0.051228802363739015,0.10245740416509558,3.057402664005491,25.551486461637698,1.0,middle
val,14,alex<agm003384186>,Sn3(PbSe2)4,Pb-Se-Sn,15,-1.1100357643375472e-06,-4.359889030456543,0.020705611064994828,0.02310685052682437,0.07536989132959164,2.9187776210089607,29.062140703375405,1.25,low_force
val,15,alex<agm004821577>,Tm4AsCSe2,As-C-Se-Tm,8,-7.492179030104994e-05,-6.3310160636901855,0.20733796713695302,0.253094906203329,0.5475923107266806,2.510191215174051,21.45703579564928,0.75,high_force
val,16,alex<agm001105881>,LaHo3H,H-Ho-La,5,1.8096589971867903e-05,-4.513371467590332,2.1908229489115414e-07,2.9204272891603565e-07,6.137691341564216e-07,2.5127644538879395,25.384894528195183,1.25,low_force
val,17,alex<agm004950593>,RbSb(PbO3)2,O-Pb-Rb-Sb,10,2.998875343576307e-05,-5.877435207366943,0.09675832874235533,0.1348746184988458,0.34467115283849475,1.998809035521235,18.220185699043057,0.75,high_force
val,18,alex<agm001320658>,NdYPdRh,Nd-Pd-Rh-Y,4,2.94619563013848e-08,-6.7324910163879395,6.019485793259348e-07,9.861979886306424e-07,1.414910024907117e-06,3.06025716667718,22.06236006523148,1.25,low_force
val,19,mp-1228918,AlGaNi6,Al-Ga-Ni,8,-0.0165045887190594,-5.535103797912598,0.023860667276849285,0.029225673026787666,0.05845214576387738,2.519697570709704,11.357391974654414,1.25,low_force
val,20,alex<agm003524713>,In2HgF8,F-Hg-In,11,1.883801916109302e-05,-4.361247539520264,0.04636944239698437,0.06446150971595815,0.12495032607565394,2.1819415497267522,12.6388292294653,1.0,middle
val,21,alex<agm003725485>,CeSiAu3,Au-Ce-Si,20,0.0109246085342373,-4.761130332946777,0.06902530840285599,0.09853011185090174,0.2221128498180326,2.4828872964050386,20.831498473500847,0.75,high_force
val,22,alex<agm002157391>,LiCd2Ir,Cd-Ir-Li,4,-4.329856180825312e-05,-3.271228790283203,5.0473269356878356e-06,8.080670199885715e-06,1.227977314432652e-05,2.820435231769852,17.271360750275925,1.25,low_force
val,23,alex<agm005096443>,TlInSiF6,F-In-Si-Tl,9,6.046901829445254e-06,-5.326286792755127,0.057702481406941265,0.09446822104964607,0.15861441294760656,1.7258762294197443,16.592561271229613,1.0,middle
val,24,mp-756339,Tm2TeO6,O-Te-Tm,18,7.050367014440687e-06,-7.652105808258057,0.03911779385469901,0.061128659607325574,0.08168080327137196,1.957927893992388,13.540665914569047,1.0,middle
val,25,alex<agm005010566>,CePrIN2,Ce-I-N-Pr,10,2.322179640592393e-07,-7.480632781982422,0.23802628312282412,0.3469638196715708,0.7797682728478837,2.155008160413073,25.148792755678265,0.75,high_force
val,26,alex<agm004632239>,NdY3(Ho3Tm)2,Ho-Nd-Tm-Y,12,1.4951013910880416e-05,-5.030113697052002,0.018894349957858422,0.025541219128818345,0.04667980899389156,3.5453682629450123,31.764354775112057,1.25,low_force
val,27,alex<agm005001045>,FeNiPtRh2,Fe-Ni-Pt-Rh,10,0.0656909130190892,-7.018527030944824,0.07722458013832256,0.11487533891996286,0.2355169703146944,2.5343004613004343,13.592303130130443,0.75,high_force
val,28,alex<agm002267888>,SrZnCu,Cu-Sr-Zn,12,1.2648047488217111e-06,-2.464799642562866,0.026261365819561663,0.042368449100210696,0.06376858972360983,2.6217972143774224,22.612159939564652,1.25,low_force
val,29,alex<agm004760387>,CeSm3Pb2C,C-Ce-Pb-Sm,7,-0.0001598861544954,-5.6915693283081055,0.13348998067896067,0.14597185123233092,0.4236718190645834,2.4153480760466843,28.50986338033885,0.75,high_force
val,30,alex<agm004718539>,Ca4Y3TmS8,Ca-S-Tm-Y,16,1.1311658986448062e-05,-6.3634257316589355,0.03239725563085577,0.03917847409010393,0.08563779987924025,2.7532631592102725,21.890026432505405,1.0,middle
