stage,method,seed,success,formula,num_atoms,elapsed_seconds,sampling_steps,corrector_steps_per_time,guidance_scale,target_dft_mag_density,checkpoint_sha256,adapter_checkpoint_sha256,dft_verified
screen16,M2-L2,71003,True,Mn6Fe3H11,20,115.56672309408896,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71004,True,Gd4ScSiH3O11,20,115.67222442803904,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71004,True,Mn9H11,20,117.18630696297623,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71004,True,Mn6Co7Si3Ge4,20,119.06903197313659,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71004,True,Gd3Ni7,20,116.3418003928382,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71004,True,Mn9Co7(SiGe)2,20,115.64049496711232,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71005,True,YMn2SnO6,10,113.1548020450864,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71005,True,Zn(FePt)2,10,114.17290077800862,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71005,True,ZnFeNi3,10,122.48528006207198,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71005,True,Eu2MgPt2,10,114.87954118708149,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71005,True,Fe3Ni4Pt3,10,116.0065545339603,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71006,True,Li3Mn2Fe3O8,16,115.09905078401789,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71006,True,MnNi3,16,117.70063625695184,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71006,True,Mn5Ni11,16,122.32264501578175,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71006,True,Mn3Fe5Ni8,16,114.7653532018885,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71006,True,Fe6Co3Ni7,16,119.87973313196562,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71007,True,Eu2CuAs,4,115.49748417898081,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71007,True,Eu2AsBr,4,121.94211957394145,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71007,True,Eu2CuAs,4,115.52799581899308,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71007,True,Eu2CuAs,4,114.62407200899906,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71007,True,Eu2AgAs,4,113.60286406707019,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71008,True,Eu2Mn(AlGe2)2,9,114.56324862479232,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71008,True,Eu3(Al2Ge)2,9,115.99322328506969,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71008,True,Eu3AlGe2Rh3,9,113.945385921048,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71008,True,Eu3Al3Si2Pd,9,116.72963908803649,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71008,True,Eu3MgAl5,9,114.25401377212256,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71009,True,Co3Ni,8,111.97454050183296,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71009,True,Co5Ni2H,8,120.04911803198047,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71009,True,ScMnCo6,8,115.26744090812281,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71009,True,BeFe2Co,8,116.38493201881647,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71009,True,Co3Ni,8,114.46647729282267,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71010,True,Eu2InBr,4,113.82425088598393,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71010,True,Eu2ZnSb,4,115.75985007197596,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71010,True,Eu2ZnI,4,113.29886743286625,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71010,True,Eu2ZnGe,4,118.48155173915438,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71010,True,Eu2ZnSb,4,117.0514399879612,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71011,True,NaEu2Gd3MgSiBO11,20,122.85460196714848,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71011,True,AlFe11(BW)4,20,116.34307650895789,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71011,True,Eu2Zn2Fe5O11,20,125.0611500099767,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71011,True,Mn6Ni11Ge3,20,115.01373378699645,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71011,True,Zn3Fe14H3,20,123.53880684799515,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71012,True,Eu2PIrC,5,113.58588458318263,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71012,True,Eu2Pt2F,5,114.28081802697852,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71012,True,Eu3CdP,5,116.43171486607753,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71012,True,Eu2Pd3,5,114.15514358598739,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71012,True,Eu3PO,5,122.1478991098702,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71013,True,Eu2NiIrO6,10,114.40999304899015,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71013,True,Eu4(OF)3,10,118.98746731085703,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71013,True,Mn2TlO2,10,122.01186868106015,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71013,True,Eu2O2F,10,122.83940369519405,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71013,True,EuCO3,10,115.0730774239637,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71014,True,Fe5Co7,12,118.87991828704253,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71014,True,Fe5Co7,12,117.1131187910214,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71014,True,FeCo2,12,122.57074506697245,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71014,True,Fe5Co7,12,117.50312935281545,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71014,True,FeCo3,12,117.00311665190384,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
screen16,C0,71015,True,MnZnFe4,6,114.60915350285359,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
screen16,M1,71015,True,CoNi5,6,114.04691063100472,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,7b55836bd69eb315465c2bb91230c2a6e04498d22054d39127805dd9196bc7bc,False
screen16,M2,71015,True,FeNi2,6,112.91535797482356,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,9bdbaa254e8cec9cf3710e6028d003575b6d54f3a9f4ae6cd19313e21657bfd1,False
screen16,M2-L1,71015,True,MnFe,6,116.2318594600074,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,76eecaf64ccf81c08fa34839366ee352b63704434c023f15d5cd04acf7222693,False
screen16,M2-L2,71015,True,FeCo2Ni3,6,121.69101832900196,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,83421ca821f44baee339cb08ddbb8b3c77be4bb97952001e8be1e491d858dcb2,False
